epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,3467.35,1.24368,0.66002,1.10456,0.83608,0.68989,0.74783,0.48598,1.12778,0.57541,1.06847,0.00077975,0.00077975,0.00077975
21,3640.36,1.22846,0.65534,1.09912,0.81934,0.69937,0.7471,0.48499,1.12628,0.56739,1.05962,0.000755,0.000755,0.000755
22,3813.24,1.21442,0.64705,1.09344,0.82585,0.69834,0.74465,0.48022,1.13615,0.57202,1.07386,0.00073025,0.00073025,0.00073025
23,3986.11,1.21177,0.64042,1.08813,0.80512,0.68665,0.73509,0.47789,1.12719,0.561,1.06429,0.0007055,0.0007055,0.0007055
24,4159.08,1.19816,0.6336,1.08704,0.81611,0.70739,0.75371,0.48796,1.12028,0.55863,1.05574,0.00068075,0.00068075,0.00068075
25,4332.12,1.1912,0.62575,1.08178,0.83317,0.73214,0.76826,0.50752,1.0946,0.54609,1.04721,0.000656,0.000656,0.000656
26,4505.66,1.18115,0.61943,1.07727,0.79478,0.72713,0.76351,0.49858,1.0873,0.54445,1.04515,0.00063125,0.00063125,0.00063125
27,4678.61,1.18894,0.62237,1.08059,0.83699,0.72278,0.77906,0.51588,1.07646,0.54037,1.0418,0.0006065,0.0006065,0.0006065
28,4851.62,1.17353,0.61288,1.07226,0.81158,0.73709,0.77064,0.5123,1.08111,0.53296,1.03962,0.00058175,0.00058175,0.00058175
29,5024.6,1.16543,0.60781,1.07176,0.82961,0.74407,0.78074,0.52375,1.06233,0.52247,1.03512,0.000557,0.000557,0.000557
30,5197.7,1.16303,0.60393,1.07185,0.81794,0.74797,0.77883,0.51053,1.07062,0.52065,1.03599,0.00053225,0.00053225,0.00053225
31,5370.74,1.15244,0.5991,1.06483,0.82744,0.74639,0.78401,0.5212,1.0793,0.51823,1.03673,0.0005075,0.0005075,0.0005075
32,5543.88,1.14228,0.59147,1.06142,0.83659,0.7549,0.78763,0.52537,1.05251,0.50953,1.02484,0.00048275,0.00048275,0.00048275
33,5716.98,1.13207,0.5876,1.0574,0.86312,0.74407,0.79122,0.52333,1.0497,0.51683,1.02893,0.000458,0.000458,0.000458
34,5890.28,1.13458,0.58918,1.05717,0.8234,0.76081,0.78942,0.53227,1.03517,0.49903,1.01834,0.00043325,0.00043325,0.00043325
35,6063.14,1.13037,0.58774,1.05699,0.86396,0.74933,0.79484,0.53775,1.03777,0.5004,1.01983,0.0004085,0.0004085,0.0004085
36,6235.72,1.11885,0.57715,1.05256,0.84296,0.75708,0.79503,0.53392,1.03406,0.50137,1.02036,0.00038375,0.00038375,0.00038375
37,6408.4,1.117,0.57572,1.05002,0.86611,0.75504,0.80272,0.54061,1.03222,0.49756,1.01865,0.000359,0.000359,0.000359
38,6581.05,1.11059,0.57318,1.04853,0.88136,0.7547,0.80261,0.53737,1.03414,0.49232,1.01554,0.00033425,0.00033425,0.00033425
39,6753.78,1.10223,0.57018,1.0471,0.90724,0.75465,0.80964,0.54923,1.02514,0.49132,1.01538,0.0003095,0.0003095,0.0003095
40,6926.65,1.10111,0.56505,1.04242,0.8976,0.74286,0.80648,0.54796,1.01368,0.48421,1.01048,0.00028475,0.00028475,0.00028475
41,7095.18,1.03175,0.50722,1.02229,0.82096,0.74862,0.78569,0.52697,1.05496,0.50969,1.02801,0.00026,0.00026,0.00026
42,7263.28,1.01347,0.49244,1.01298,0.84848,0.739,0.78448,0.52977,1.05175,0.50385,1.02552,0.00023525,0.00023525,0.00023525
43,7431.29,1.00539,0.48815,1.00851,0.8365,0.74425,0.79212,0.53794,1.03421,0.49653,1.01909,0.0002105,0.0002105,0.0002105
44,7599.34,1.00066,0.48397,1.00889,0.89906,0.72495,0.79054,0.53456,1.04551,0.49508,1.01972,0.00018575,0.00018575,0.00018575
45,7767.41,0.98978,0.47842,1.00215,0.82312,0.75071,0.79129,0.53522,1.03522,0.48839,1.01781,0.000161,0.000161,0.000161
46,7935.5,0.97776,0.47301,0.99554,0.85289,0.73864,0.79673,0.54081,1.03667,0.48679,1.01527,0.00013625,0.00013625,0.00013625
47,8103.91,0.97283,0.47014,0.99519,0.80739,0.76528,0.80085,0.54643,1.01973,0.48048,1.01182,0.0001115,0.0001115,0.0001115
48,8271.98,0.96681,0.46707,0.99134,0.86718,0.72617,0.79177,0.54303,1.02452,0.48328,1.01193,8.675e-05,8.675e-05,8.675e-05
49,8440.03,0.95821,0.46364,0.98921,0.81899,0.75606,0.79742,0.5453,1.02944,0.48423,1.01427,6.2e-05,6.2e-05,6.2e-05
