epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2818.8,1.18002,0.60726,1.07945,0.7761,0.77606,0.77635,0.49748,1.1208,0.53425,1.06001,0.000854,0.000854,0.000854
18,2984.38,1.17064,0.60522,1.07638,0.82686,0.78339,0.81235,0.52987,1.11653,0.51797,1.05663,0.00082925,0.00082925,0.00082925
19,3150.25,1.16018,0.59913,1.07329,0.84164,0.7612,0.78808,0.52236,1.06129,0.5168,1.03395,0.0008045,0.0008045,0.0008045
20,3316.01,1.16325,0.58957,1.07167,0.90019,0.77629,0.82654,0.54807,1.0589,0.50181,1.02947,0.00077975,0.00077975,0.00077975
21,3481.78,1.15234,0.58801,1.06906,0.8638,0.78764,0.81483,0.53698,1.05465,0.49954,1.0258,0.000755,0.000755,0.000755
22,3647.64,1.14153,0.58465,1.06397,0.87074,0.77883,0.8147,0.54251,1.08743,0.49812,1.04452,0.00073025,0.00073025,0.00073025
23,3813.46,1.13813,0.57706,1.05853,0.85808,0.79799,0.84381,0.55932,1.05135,0.49063,1.0269,0.0007055,0.0007055,0.0007055
24,3979.31,1.1273,0.5731,1.05777,0.86939,0.7806,0.83118,0.55778,1.03473,0.48917,1.02278,0.00068075,0.00068075,0.00068075
25,4144.99,1.11904,0.56712,1.05391,0.87041,0.80494,0.84104,0.55734,1.02664,0.47948,1.01358,0.000656,0.000656,0.000656
26,4310.82,1.1081,0.56028,1.0477,0.86394,0.78178,0.83881,0.56078,1.02387,0.48835,1.01412,0.00063125,0.00063125,0.00063125
27,4476.71,1.11462,0.56121,1.05139,0.8575,0.81659,0.8446,0.56601,1.0281,0.47658,1.01573,0.0006065,0.0006065,0.0006065
28,4642.58,1.10223,0.55317,1.0433,0.87661,0.81346,0.84601,0.57163,1.01517,0.47121,1.01215,0.00058175,0.00058175,0.00058175
29,4808.4,1.09336,0.55138,1.04362,0.84602,0.8066,0.84019,0.565,1.02253,0.47657,1.01182,0.000557,0.000557,0.000557
30,4974.31,1.09486,0.54757,1.0441,0.85772,0.81793,0.85263,0.58267,1.01074,0.46525,1.00475,0.00053225,0.00053225,0.00053225
31,5140.1,1.08315,0.54303,1.03679,0.90034,0.80386,0.85373,0.57495,1.00787,0.45654,1.00389,0.0005075,0.0005075,0.0005075
32,5306.14,1.07537,0.53506,1.03505,0.91239,0.79992,0.8452,0.57444,1.01234,0.46139,1.00567,0.00048275,0.00048275,0.00048275
33,5471.99,1.06411,0.53139,1.03086,0.86699,0.82483,0.84741,0.58081,0.99053,0.44985,0.99859,0.000458,0.000458,0.000458
34,5637.98,1.07185,0.5336,1.03104,0.88301,0.82043,0.86152,0.58631,0.98599,0.44956,0.99501,0.00043325,0.00043325,0.00043325
35,5803.91,1.06427,0.53203,1.03025,0.88553,0.82251,0.85516,0.58834,0.98209,0.4456,0.99348,0.0004085,0.0004085,0.0004085
36,5969.71,1.05574,0.52353,1.0278,0.92519,0.81072,0.86173,0.58709,0.98236,0.45024,0.99501,0.00038375,0.00038375,0.00038375
37,6135.53,1.05143,0.52228,1.02414,0.9068,0.81123,0.85822,0.59072,0.98043,0.44721,0.99599,0.000359,0.000359,0.000359
38,6301.44,1.04557,0.51847,1.02285,0.88646,0.82955,0.86394,0.58963,0.98405,0.44616,0.99501,0.00033425,0.00033425,0.00033425
39,6467.36,1.03631,0.51472,1.02259,0.90199,0.80618,0.85814,0.59227,0.97373,0.44074,0.99139,0.0003095,0.0003095,0.0003095
40,6633.15,1.0366,0.51063,1.0169,0.90854,0.82587,0.86593,0.6057,0.96616,0.43379,0.98705,0.00028475,0.00028475,0.00028475
41,6794.42,0.97605,0.45679,0.99602,0.93028,0.80549,0.86058,0.59083,0.97446,0.44432,0.99199,0.00026,0.00026,0.00026
42,6955.16,0.96123,0.44737,0.98823,0.90761,0.7941,0.85841,0.59293,0.97283,0.44162,0.99156,0.00023525,0.00023525,0.00023525
43,7115.9,0.9507,0.44102,0.98396,0.89565,0.82118,0.86341,0.60115,0.96263,0.43343,0.98797,0.0002105,0.0002105,0.0002105
44,7276.63,0.94576,0.43825,0.98363,0.88178,0.8248,0.86484,0.60371,0.96245,0.42971,0.98493,0.00018575,0.00018575,0.00018575
45,7437.43,0.93425,0.43194,0.97831,0.86917,0.84619,0.86692,0.60525,0.96238,0.42979,0.98673,0.000161,0.000161,0.000161
46,7598.53,0.92794,0.42907,0.97342,0.92755,0.82599,0.87563,0.60877,0.95447,0.42794,0.98242,0.00013625,0.00013625,0.00013625
47,7759.68,0.91954,0.4243,0.97275,0.92796,0.81603,0.86549,0.60842,0.94668,0.42359,0.97964,0.0001115,0.0001115,0.0001115
48,7920.61,0.91235,0.42184,0.96788,0.9294,0.81995,0.87227,0.61368,0.94647,0.4221,0.97938,8.675e-05,8.675e-05,8.675e-05
49,8081.4,0.90707,0.41802,0.96686,0.87614,0.83949,0.8765,0.61402,0.94565,0.42065,0.97908,6.2e-05,6.2e-05,6.2e-05
50,8242.09,0.90243,0.41726,0.96515,0.91242,0.82718,0.87618,0.61542,0.93794,0.41666,0.97549,3.725e-05,3.725e-05,3.725e-05
