epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,7517.47,1.14544,0.61316,1.06921,0.85792,0.78712,0.819,0.56905,0.98394,0.47475,0.99652,0.0003095,0.0003095,0.0003095
40,7710.17,1.13568,0.60392,1.06253,0.873,0.79251,0.82761,0.57504,0.98251,0.47549,0.99586,0.00028475,0.00028475,0.00028475
41,7897.23,1.01771,0.50489,1.01487,0.85133,0.78956,0.82219,0.56373,0.99153,0.47172,0.99951,0.00026,0.00026,0.00026
42,8083.9,0.99954,0.49144,1.00608,0.88622,0.78183,0.82604,0.57012,0.97982,0.46959,0.9939,0.00023525,0.00023525,0.00023525
43,8270.57,0.98677,0.48476,1.00022,0.86696,0.79362,0.83191,0.57575,0.97269,0.46297,0.99074,0.0002105,0.0002105,0.0002105
44,8457.25,0.98365,0.48176,1.00006,0.88124,0.79478,0.83255,0.57657,0.98152,0.46395,0.99336,0.00018575,0.00018575,0.00018575
45,8643.96,0.96861,0.47353,0.99314,0.85714,0.80577,0.83469,0.57787,0.96411,0.45623,0.98761,0.000161,0.000161,0.000161
46,8830.72,0.96211,0.47081,0.98893,0.88557,0.80098,0.83738,0.5837,0.96433,0.4565,0.98696,0.00013625,0.00013625,0.00013625
47,9017.41,0.95416,0.4674,0.98792,0.88212,0.79796,0.83611,0.58624,0.96482,0.45536,0.9868,0.0001115,0.0001115,0.0001115
48,9204.07,0.94939,0.46511,0.98273,0.88704,0.80443,0.84071,0.59177,0.95701,0.45011,0.98338,8.675e-05,8.675e-05,8.675e-05
49,9390.82,0.93979,0.46028,0.98173,0.88152,0.81068,0.84113,0.59326,0.95417,0.45142,0.98369,6.2e-05,6.2e-05,6.2e-05
50,9577.45,0.93814,0.46011,0.98067,0.87741,0.81104,0.84282,0.5939,0.95007,0.44752,0.98136,3.725e-05,3.725e-05,3.725e-05
